h,4012,מְבֻנַּי,Proper Name Masculine,Mebunnay,(meb-oon-hah'-ee),one of David\'s heroes,Mebunnai ,"From (H1129) banah; built up; Mebunnai, an Israelite -- Mebunnai. see HEBREW (H1129) banah "
h,4013,מִבְצָר,Noun Masculine,mibtsar or mibtsarah,(mib-tsawr'),fortification,"most fenced, fortress, most strong hold ","Also (in plural) feminine (Dan. 11:15) mibtsarah {mib-tsaw-raw'}; from (H1219) batsar; a fortification, castle, or fortified city; figuratively, a defender -- (de-, most) fenced, fortress, (most) strong (hold). see HEBREW (H15) 'abeh see HEBREW (H1219) batsar "
h,4014,מִבְצָר,Proper Name Masculine,Mibtsar,(mib-tsawr'),an Edomite chief,Mibzar ,"The same as (H4013) mibtsar; Mibtsar, an Idumaean -- Mibzar. see HEBREW (H4013) mibtsar "
h,4015,מִבְרָח,Noun Masculine,mibrach,(mib-rawkh'),fugitive ,fugitive ,From (H1272) barach; a refugee -- fugitive. see HEBREW (H1272) barach
h,4016,מָבֻשׁ,Noun Masculine,mabush,(maw-boosh'),"private parts, genitalia",secrets ,From (H954) buwsh; (plural) the (male) pudenda -- secrets. see HEBREW (H954) buwsh
h,4017,מִבְשָׂם,Proper Name Masculine,Mibsam,(mib-sawm'),"a son of Ishmael, also a Simeonite",Mibsam ,"From the same as (H1314) besem; fragrant; Mibsam, the name of an Ishmaelite and of an Israelite -- Mibsam. see HEBREW (H1314) besem "
h,4018,מְבַשְּׁלָה,Noun Feminine,mbashshlah,(meb-ash-shel-aw'),cooking hearths,boiling-place ,From (H1310) bashal; a cooking hearth -- boiling-place. see HEBREW (H1310) bashal
h,4019,מַגְבִּישׁ,Proper Name Masculine,Magbish,(mag-beesh'),an Israelite family,Magbish ,"From the same as (H1378) gabiysh; stiffening; Magbish, an Israelite, or a place in Palestine -- Magbish. see HEBREW (H1378) gabiysh "
h,4020,מִגְבָּלָה,Noun Feminine,migbaloth,(mig-baw-law'),"twisted things, cords",end ,From (H1379) gabal; a border -- end. see HEBREW (H1379) gabal
h,4021,מִגְבָּעָה,Noun Feminine,migbaoth,(mig-baw-aw'),"headgear, a turban",bonnet ,From the same as (H1389) gib'ah; a cap (as hemispherical) -- bonnet. see HEBREW (H1389) gib'ah
h,4022,מֶגֶד,Noun Masculine,meged,(meh'-ghed),excellence,"pleasant, precious fruit thing ","From an unused root probably meaning to be eminent; properly, a distinguished thing; hence something valuable, as a product or fruit -- pleasant, precious fruit (thing). "
h,4023,מְגִדּוֹן,Proper Name Location,Mgiddown,(meg-id-done'),a tower,"Megiddo, Megiddon ","(Zech. (H12) 'abdan or Mgiddow {meg-id-do'}; from (H1413) gadad; rendezvous; Megiddon or Megiddo, a place in Palestine -- Megiddo, Megiddon. see HEBREW (H12) 'abdan see HEBREW (H1413) gadad "
h,4024,מִגְדּוֹל,noun masculine; proper name,Migdol,(mig-dole'),a city on the N.E. border of Egypt,"Migdol, tower ","Or Migdol {mig-dole'}; probably of Egyptian origin; Migdol, a place in Egypt -- Migdol, tower. "
h,4025,מַגְדִּיאֵל,Proper Name Masculine,Magdiel,(mag-dee-ale'),"excellence of God, an Edomite chief",Magdiel ,"From (H4022) meged and (H410) 'el; preciousness of God; Magdiel, an Idumaean -- Magdiel. see HEBREW (H4022) meged see HEBREW (H410) 'el "
h,4026,מִגְדָּל,Noun Masculine,migdal or migdalah,(mig-dawl'),a tower,"castle, flower, tower ","Also (in plural) feminine migdalah {mig-daw- law'}; from (H1431) gadal; a tower (from its size or height); by analogy, a rostrum; figuratively, a (pyramidal) bed of flowers -- castle, flower, tower. Compare the names following. see HEBREW (H1431) gadal "
h,4027,מִגְדַּל־אֵל,Proper Name Location,Migdal-el,(mig-dal-ale'),"tower of God, a stronghold in Naphtali",Migdal-el ,"From (H4026) migdal and (H410) 'el; tower of God; Migdal-El, a place in Palestine -- Migdal-el. see HEBREW (H4026) migdal see HEBREW (H410) 'el "
h,4028,מִגְדַּל־גָּד,Proper Name Location,Migdal-gad,(migdal-gawd'),"tower of Gad, a city in Judah",Migdal-gad ,"From (H4026) migdal and (H1408) Gad; tower of Fortune; Migdal-Gad, a place in Palestine -- Migdal-gad. see HEBREW (H4026) migdal see HEBREW (H1408) Gad "
h,4029,מִגְדַּל־עֵדֶר,Noun,Migdal-eder,(mig-dal'-ay'-der),"flock tower, a tower near Bethlehem","Migdal-eder, tower of the flock ","From (H4026) migdal and (H5739) eder; tower of a flock; Migdal-Eder, a place in Palestine -- Migdal-eder, tower of the flock. see HEBREW (H4026) migdal see HEBREW (H5739) eder "
h,4030,מִגְדָּנָה,Noun Feminine,migdanah,(mig-daw-naw'),a choice or excellent thing,"precious thing, present ","From the same as (H4022) meged; preciousness, i.e. A gem -- precious thing, present. see HEBREW (H4022) meged "
h,4031,מָגוֹג,Proper Name,Magog,(maw-gogue'),"perhaps ""land of Gog"", a son of Japheth, also his desc. and their land",Magog ,"From (H1463) Gowg; Magog, a son of Japheth; also a barbarous northern region -- Magog. see HEBREW (H1463) Gowg "
h,4032,מָגוֹר,Noun Masculine,magor or magur,(maw-gore'),"fear, terror","fear, terror ","Or (Lam. 2:22) maguwr {maw-goor'}; from (H1481) guwr in the sense of fearing; a fright (objective or subjective) -- fear, terror. Compare (H4036) Magowr mic-Cabiyb. see HEBREW (H1481) guwr "
h,4033,מָגוּר,Noun Masculine,magor or magur,(maw-goor'),"a sojourning place, dwelling place, a sojourning","dwelling, pilgrimage, where sojourn, be a stranger ","Or magur {maw-goor'}; from (H1481) guwr in the sense of lodging; a temporary abode; by extension, a permanent residence -- dwelling, pilgrimage, where sojourn, be a stranger. Compare (H4032) magowr. see HEBREW (H1481) guwr see HEBREW (H4032) magowr "
h,4034,מְגוֹרַה,Noun Feminine,megorah,(meg-o-raw'),"fear, terror",fear ,Feminine of (H4032) magowr; affright -- fear. see HEBREW (H4032) magowr
h,4035,מְגוּרָה,Noun Feminine,megurah,(meg-oo-raw'),"a storehouse, granary","barn, fear ","Feminine of (H4032) magowr or of (H4033) maguwr; a fright; also a granary -- barn, fear. see HEBREW (H4032) magowr see HEBREW (H4033) maguwr "
h,4036,מָגוֹר מִסָּבִיב,Proper Name Masculine,Magor Missabib,(maw-gore' mis-saw-beeb'),"terror on every side, an expression coined by Jeremiah",Magor-missabib ,"From (H4032) magowr and (H5439) cabiyb with the preposition inserted; affright from around; Magor-mis-Sabib, a symbolic name of Pashur -- Magor-missabib. see HEBREW (H4032) magowr see HEBREW (H5439) cabiyb "
h,4037,מַגְזֵרָה,Noun Feminine,magzerah,(mag-zay-raw'),"a cutting instrument, axe","blade, axe ","From (H1504) gazar; a cutting implement, i.e. A blade -- axe. see HEBREW (H1504) gazar "
h,4038,מַגָּל,Noun Masculine,maggal,(mag-gawl'),a sickle,sickle ,From an unused root meaning to reap; a sickle -- sickle.
h,4039,מְגִלָּה,Noun Feminine,megillah,(meg-il-law'),a scroll,"roll, volume ","From (H1556) galal; a roll -- roll, volume. see HEBREW (H1556) galal "
h,4040,מְגִלָּה,Noun Feminine,megillah,(meg-il-law'),a scroll,roll ,(Aramaic) corresponding to (H4039) mgillah -- roll. see HEBREW (H4039) mgillah
h,4041,מְגַמָּה,Noun Feminine,megammah,(meg-am-maw'),perhaps assembling,sup up ,"From the same as (H1571) gam; properly, accumulation, i.e. Impulse or direction -- sup up. see HEBREW (H1571) gam "
h,4042,מָגַן,Verb,magan,(maw-gan'),"to deliver up, deliver",deliver ,"A denominative from (H4043) magen; properly, to shield; encompass with; figuratively, to rescue, to hand safely over (i.e. Surrender) -- deliver. see HEBREW (H4043) magen "
h,4043,מָגֵן,Noun Masculine,magen or meginnah,(maw-gane'),a shield,"armed, buckler, defense, ruler, scale, shield ","Also (in plural) feminine mginnah {meg-in-naw'}; from (H1598) ganan; a shield (i.e. The small one or buckler); figuratively, a protector; also the scaly hide of the crocodile -- X armed, buckler, defence, ruler, + scale, shield. see HEBREW (H1598) ganan "
h,4044,מְגִנָּה,Noun Feminine,meginnah,(meg-in-naw'),a covering,sorrow ,"From (H4042) magan; a covering (in a bad sense), i.e. Blindness or obduracy -- sorrow. See also (H4043) magen. see HEBREW (H4042) magan see HEBREW (H4043) magen "
h,4045,מִגְעֶרֶת,Noun Feminine,migereth,(mig-eh'-reth),a rebuke,rebuke ,From (H1605) ga'ar; reproof (i.e. Curse) -- rebuke. see HEBREW (H1605) ga'ar
h,4046,מַגֵּפָה,Noun Feminine,maggephah,(mag-gay-faw'),"a blow, slaughter, plague, pestilence","be plagued, slaughter, stroke ","From (H5062) nagaph; a pestilence; by analogy, defeat -- (X be) plague(-d), slaughter, stroke. see HEBREW (H5062) nagaph "
h,4047,מַגְפִּיעָשׁ,Proper Name Masculine,Magpiash,(mag-pee-awsh'),an Israelite,Magpiash ,"Apparently from (H1479) guwph or (H5062) nagaph and (H6211) ash; exterminator of (the) moth; Magpiash, an Israelite -- Magpiash. see HEBREW (H1479) guwph see HEBREW (H5062) nagaph see HEBREW (H6211) ash "
h,4048,מָגַר,Verb,magar,(maw-gar'),"to cast, throw, toss","cast down, terror ","A primitive root; to yield up; intensively, to precipitate -- cast down, terror. "
h,4049,מְגַר,Verb,megar,(meg-ar'),to overthrow,destroy ,(Aramaic) corresponding to (H4048) magar; to overthrow -- destroy. see HEBREW (H4048) magar
h,4050,מְגֵרָה,Noun Feminine,megerah,(meg-ay-raw'),a saw,"axe, saw ","From (H1641) garar; a saw -- axe, saw. see HEBREW (H1641) garar "
h,4051,מִגְרוֹן,Proper Name Location,Migron,(mig-rone'),"an area near Gibeah, also a place North of Michmash",Migron ,"From (H4048) magar; precipice; Migron, a place in Palestine -- Migron. see HEBREW (H4048) magar "
h,4052,מִגְרָעָה,Noun Feminine,migraah,(mig-raw-aw'),"a recess, ledge",narrowed rest ,From (H1639) gara'; a ledge or offset -- narrowed rest. see HEBREW (H1639) gara'
h,4053,מִגְרָפָה,Noun Feminine,megraphah,(mig-raw-faw'),a shovel,clod ,"From (H1640) garaph; something thrown off (by the spade), i.e. A clod -- clod. see HEBREW (H1640) garaph "
h,4054,מִגְרָשׁ,Noun Masculine,migrash or migrashah,(mig-rawsh'),"a common, common land, open land","cast out, suburb ","Also (in plural) feminine (Ezek. 27:28) migrashah {mig-raw-shaw'}; from (H1644) garash; a suburb (i.e. Open country whither flocks are driven from pasture); hence, the area around a building, or the margin of the sea -- cast out, suburb. see HEBREW (H1644) garash "
h,4055,מַד,Noun Masculine,mad or med,(mad),"a measure, cloth garment","armour, clothes, garment, judgment, measure, raiment, stature ","Or med {made}; from (H4058) madad; properly, extent, i.e. Height; also a measure; by implication, a vesture (as measured); also a carpet -- armour, clothes, garment, judgment, measure, raiment, stature. see HEBREW (H4058) madad "
h,4056,מַדְבַּח,Noun Masculine,madbach,(mad-bakh'),an altar,altar ,(Aramaic) from (H1684) dbach; a sacrificial altar -- altar. see HEBREW (H1684) dbach
h,4057,מִדְבָּר,Noun Masculine,midbar,(mid-bawr'),mouth,"desert, south, speech, wilderness ","From (H1696) dabar in the sense of driving; a pasture (i.e. Open field, whither cattle are driven); by implication, a desert; also speech (including its organs) -- desert, south, speech, wilderness. see HEBREW (H1696) dabar "
h,4058,מָדַד,Verb,madad,(maw-dad'),to measure,"measure, mete, stretch self ","A primitive root: properly, to stretch; by implication, to measure (as if by stretching a line); figuratively, to be extended -- measure, mete, stretch self. "
h,4059,מִדַּד,Verb,middad,(mid-dad'),be gone ,be gone ,From (H5074) nadad; flight -- be gone. see HEBREW (H5074) nadad
h,4060,מִדָּה,Noun Feminine,middah,(mid-daw'),"measure, measurement, stature, size, a garment","garment, measuring, piece, size, great stature, tribute, wide","Feminine of (H4055) mad; properly, extension, i.e. Height or breadth; also a measure (including its standard); hence a portion (as measured) or a vestment; specifically, tribute (as measured) -- garment, measure(-ing, meteyard, piece, size, (great) stature, tribute, wide. see HEBREW (H4055) mad "
h,4061,מִדָּה,Noun Feminine,middah or mindah,(mid-daw'),tribute,"toll, tribute ","(Aramaic) or mindah (Aramaic) {min-daw'}; corresponding to (H4060) middah; tribute in money -- toll, tribute. see HEBREW (H4060) middah "
h,4062,מַדְהֵבָה,Noun Feminine,madhebah,(mad-hay-baw'),golden city ,golden city ,"Perhaps from the equivalent of (H1722) dhab; goldmaking, i.e. Exactness -- golden city. see HEBREW (H1722) dhab "
h,4063,מֶדֶו,Noun Masculine,madu,(meh'-dev),a garment,garment ,"From an unused root meaning to stretch; properly, extent, i.e. Measure; by implication, a dress (as measured) -- garment. "
h,4064,מַדְוֶה,Noun Masculine,madveh,(mad-veh'),sickness,disease ,From (H1738) davah; sickness -- disease. see HEBREW (H1738) davah
h,4065,מַדּוּחַ,Noun Masculine,madduach,(mad-doo'akh),"something which draws aside, an enticement",cause of banishment ,From (H5080) nadach; seduction -- cause of banishment. see HEBREW (H5080) nadach
h,4066,מָדוֹן,Noun Masculine,madon,(maw-dohn'),"strife, contention","brawling, contention, discord, strife ","From (H1777) diyn; a contest or quarrel -- brawling, contention(-ous), discord, strife. Compare (H4079) midyan, (H4090) mdan. see HEBREW (H1777) diyn see HEBREW (H4079) midyan see HEBREW (H4090) mdan "
h,4067,מָדוֹן,Noun Masculine,madon,(maw-dohn'),stature ,stature ,"From the same as (H4063) medev; extensiveness, i.e. Height -- stature. see HEBREW (H4063) medev "
h,4068,מָדוֹן,Proper Name Location,Madon,(maw-dohn'),a royal city of the Canaanites,Madon ,"The same as (H4067) madown; Madon, a place in Palestine -- Madon. see HEBREW (H4067) madown "
h,4069,מַדּוּעַ,Adverb,maddua,(mad-doo'-ah),why? for what reason?,"how, wherefore, why ","Or madduaa {mad-doo'-ah}; from (H4100) mah and the passive participle of (H3045) yada'; what (is) known?; i.e. (by implication) (adverbially) why? -- how, wherefore, why. see HEBREW (H4100) mah see HEBREW (H3045) yada' "
h,4070,מְדוֹר,Noun Masculine,medor,(med-ore'),a dwelling place,dwelling ,(Aramaic) or mdor (Aramaic) {med-ore'}; or mdar (Aramaic) {med-awr'}; from (H1753) duwr; a dwelling -- dwelling. see HEBREW (H1753) duwr
h,4071,מְדוּרָה,Noun Feminine,medurah,(med-oo-raw'),a pile (of wood),pile for fire ,Or mdurah {med-oo-raw'}; from (H1752) duwr in the sense of accumulation; a pile of fuel -- pile (for fire). see HEBREW (H1752) duwr
h,4072,מִדְחֶה,Noun Masculine,midcheh,(mid-kheh'),means or occasion of stumbling,ruin ,From (H1760) dachah; overthrow -- ruin. see HEBREW (H1760) dachah
h,4073,מְדַחְפָה,Noun Feminine,madchephah,(med-akh-faw'),a thrust,overthrow ,"From (H1765) dachaph; a push, i.e. Ruin -- overthrow. see HEBREW (H1765) dachaph "
h,4074,מָדַי,"proper name, of a people",Maday,(maw-dah'-ee),"a son of Japheth, also his desc. and their land","Madai, Medes, Media ","Of foreign derivation; Madai, a country of central Asia -- Madai, Medes, Media. "
h,4075,מָדַי,Adjective,Maday,(maw-dah'-ee),an inhabitant of Media,Mede ,Patrial from (H4074) Maday; a Madian or native of Madai -- Mede. see HEBREW (H4074) Maday
h,4076,מָדַי,"proper name, of a people or territory; territory",Maday,(maw-dah'-ee),"descendant of Japheth, also their land",Medes ,(Aramaic) corresponding to (H4074) Maday -- Mede(-s). see HEBREW (H4074) Maday
h,4077,מָדַי,Proper Name Masculine,Maday,(maw-dah'-ee),an inhabitant of Media,Median ,(Aramaic) corresponding to (H4075) Maday -- Median. see HEBREW (H4075) Maday
h,4078,מַדַּי,Adverb,madday,(mad-dah'-ee),sufficiently ,sufficiently ,"From (H4100) mah and (H1767) day; what (is) enough, i.e. Sufficiently -- sufficiently. see HEBREW (H4100) mah see HEBREW (H1767) day "
h,4079,מִדְיָן,Noun Masculine,midyan,(mid-yawn'),"brawling, contention ","brawling, contention ","A variation for (H4066) madown -- brawling, contention(-ous). see HEBREW (H4066) madown "
h,4080,מִדְיָן,"proper name, masculine ",Midyan,(mid-yawn'),"a son of Abraham and Keturah, also his desc. and the region where they settled ","Midian, Midianite ","The same as (H4079) midyan; Midjan, a son of Abraham; also his country and (collectively) his descendants -- Midian, Midianite. see HEBREW (H4079) midyan "
h,4081,מִדִּין,Proper Name Location,Middin,(mid-deen'),a city in the wilderness of Judah,Middin ,A variation for (H4080) Midyan -- Middin. see HEBREW (H4080) Midyan
h,4082,מְדִינָה,Noun Feminine,medinah,(med-ee-naw'),a province,every province ,"From (H1777) diyn; properly, a judgeship, i.e. Jurisdiction; by implication, a district (as ruled by a judge); generally, a region -- (X every) province. see HEBREW (H1777) diyn "
h,4083,מְדִינָה,Noun Feminine,medinah,(med-ee-naw'),"a district, province",province ,(Aramaic) corresponding to (H4082) mdiynah -- province. see HEBREW (H4082) mdiynah
h,4084,מִדְיָנִי,Adjective,Midyani,(mid-yaw-nee'),a descendant of Midian,Midianite ,Patronymical or patrial from (H4080) Midyan; a Midjanite or descend. (native) of Midjan -- Midianite. Compare (H4092) Mdaniy. see HEBREW (H4080) Midyan see HEBREW (H4092) Mdaniy
h,4085,מְדֹכָה,Noun Feminine,medokah,(med-o-kaw'),mortar,mortar ,From (H1743) duwk; a mortar -- mortar. see HEBREW (H1743) duwk
h,4086,מַדְמֵן,Proper Name Location,Madmen,(mad-mane'),a place in Moab,Madmen ,"From the same as (H1828) domen; dunghill; Madmen, a place in Palestine -- Madmen. see HEBREW (H1828) domen "
h,4087,מַדְמֵנָה,Noun Feminine,madmenah,(mad-may-naw'),"place of dung, dung pit",dunghill ,Feminine from the same as (H1828) domen; a dunghill -- dunghill. see HEBREW (H1828) domen
h,4088,מַדְמֵנָה,Proper Name Location,Madmenah,(mad-may-naw'),a place in Benjamin,Madmenah ,"The same as (H4087) madmenah; Madmenah, a place in Palestine -- Madmenah. see HEBREW (H4087) madmenah "
h,4089,מַדְמַנָּה,"proper name, of a location; proper name, masculine",Madmannah,(mad-man-naw'),"a city in S. Judah, also a descendant of Caleb",Madmannah ,"A variation for (H4087) madmenah; Madmannah, a place in Palestine -- Madmannah. see HEBREW (H4087) madmenah "
h,4090,מְדָן,Noun Masculine,medan,(med-awn'),"discord, strife ","discord, strife ","A form of (H4066) madown -- discord, strife. see HEBREW (H4066) madown "
h,4091,מְדָן,Proper Name Masculine,Medan,(med-awn'),a son of Abraham and Keturah,Medan ,"The same as (H4090) mdan; Medan, a son of Abraham -- Medan. see HEBREW (H4090) mdan "
h,4092,מְדָנִי,Adjective,Medani,(med-aw-nee'),Midianite ,Midianite ,A variation of (H4084) Midyaniy -- Midianite. see HEBREW (H4084) Midyaniy
h,4093,מַדָּע,Noun Masculine,madda,(mad-daw'),"knowledge, thought","knowledge, science, thought ","Or maddai {mad-dah'}; from (H3045) yada'; intelligence or consciousness -- knowledge, science, thought. see HEBREW (H3045) yada' "
h,4094,מַדְקָרָה,Noun Feminine,madqarah,(mad-kaw-raw'),"a piercing, stab, thrust",piercing ,From (H1856) daqar; a wound -- piercing. see HEBREW (H1856) daqar
h,4095,מַדְרֵגָה,Noun Feminine,madregah,(mad-ray-gaw'),"steep place, a steep","stair, steep place ","From an unused root meaning to step; properly, a step; by implication, a steep or inaccessible place -- stair, steep place. "
h,4096,מִדְרָךְ,Noun Masculine,midrak,(mid-rawk'),a treading or stepping place,footbreadth ,"From (H1869) darak; a treading, i.e. A place for stepping on -- (foot-)breadth. see HEBREW (H1869) darak "
h,4097,מִדְרָשׁ,Noun Masculine,midrash,(mid-rawsh'),"study, exposition, midrash",story ,"From (H1875) darash; properly, an investigation, i.e. (by implication) a treatise or elaborate compilation -- story. see HEBREW (H1875) darash "
h,4098,מְדֻשָּׁה,Noun Feminine,medushshah,(med-oosh-shaw'),that which is threshed,threshing ,"From (H1758) duwsh; a threshing, i.e. (concretely and figuratively) down-trodden people -- threshing. see HEBREW (H1758) duwsh "
h,4099,מְדָתָא,Proper Name Masculine,Medatha,(med-aw-thaw'),Hammedatha including the article ,Hammedatha including the article ,"Of Persian origin; Medatha, the father of Haman -- Hammedatha (including the article). "
h,4100,מָה,pronoun interrogative; indefinite; feminine,mah or ma- or meh,(maw),what? how? anything,"how long, oft, what end, good, purpose, thing, ","Or mah {mah}; or ma {maw}; or ma {mah}; also meh {meh}; a primitive particle; properly, interrogative what? (including how? Why? When?); but also exclamation, what! (including how!), or indefinitely what (including whatever, and even relatively, that which); often used with prefixes in various adverbial or conjunctive senses -- how (long, oft, (- soever)), (no-)thing, what (end, good, purpose, thing), whereby(-fore, -in, -to, -with), (for) why. "
h,4101,מָה,Interrogative,mah,(maw),what?,"how great mighty, that which, whatsoever, why ","(Aramaic) corresponding to (H4100) mah -- how great (mighty), that which, what(-soever), why. see HEBREW (H4100) mah "
h,4102,מָהַהּ,Verb,mahah,(maw-hah'),"to linger, tarry","delay, linger, stay selves, tarry ","Apparently a denominative from (H4100) mah; properly, to question or hesitate, i.e. (by implication) to be reluctant -- delay, linger, stay selves, tarry. see HEBREW (H4100) mah "
h,4103,מְהוּמָה,Noun Feminine,mehumah,(meh-hoo-maw'),"tumult, confusion, disquietude, discomfiture","destruction, discomfiture, trouble, tumult, vexation, vexed ","From (H1949) huwm; confusion or uproar -- destruction, discomfiture, trouble, tumult, vexation, vexed. see HEBREW (H1949) huwm "
h,4104,מְהוּמָן,Proper Name Masculine,Mehuman,(meh-hoo-mawn'),a eunuch of Ahasuerus,Mehuman ,"Of Persian origin; Mehuman, a eunuch of Xerxes -- Mehuman. "
h,4105,מְהֵיטַבְאֵל,"proper name, person; feminine; maculine",Mehetabel,(meh-hay-tab-ale'),"God benefits, wife of an Edomite king, also an ancestor of the false prophet Shemaiah","Mehetabeel, Mehetabel ","From (H3190) yatab (augmented) and (H410) 'el; bettered of God; Mehetabel, the name of an Edomitish man and woman -- Mehetabeel, Mehetabel. see HEBREW (H3190) yatab see HEBREW (H410) 'el "
h,4106,מָהִיר,Adjective,mahir,(maw-here'),"quick, prompt, ready, skilled","diligent, hasty, ready ","Or mahir {maw-here'}; from (H4116) mahar; quick; hence, skilful -- diligent, hasty, ready. see HEBREW (H4116) mahar "
h,4107,מָהַל,Verb,mahal,(maw-hal'),"to circumcise, weaken",mixed ,"A primitive root; properly, to cut down or reduce, i.e. By implication, to adulterate -- mixed. "
h,4108,מַהְלֵךְ,Noun Masculine,mahlek,(mah-lake'),place to walk ,place to walk ,"From (H1980) halak; a walking (plural collectively), i.e. Access -- place to walk. see HEBREW (H1980) halak "
h,4109,מַהֲלָךְ,Noun Masculine,mahalak,(mah-hal-awk'),"a walk, journey, a going","journey, walk ","From (H1980) halak; a walk, i.e. A passage or a distance -- journey, walk. see HEBREW (H1980) halak "
h,4110,מַהֲלָל,Noun Masculine,mahalal,(mah-hal-awl'),praise,praise ,From (H1984) halal; fame -- praise. see HEBREW (H1984) halal
h,4111,מַהֲלַלְאֵל,Proper Name Masculine,Mahalalel,(mah-hal-al-ale'),"praise of God, great-grandson of Seth, also a man of Judah",Mahalaleel ,"From (H4110) mahalal and (H410) 'el; praise of God; Mahalalel, the name of an antediluvian patriarch and of an Israelite -- Mahalaleel. see HEBREW (H4110) mahalal see HEBREW (H410) 'el "
h,4112,מַהֲלֻמָּה,Noun Feminine,mahalummoth,(mah-hal-oom-maw'),"strokes, blows","stripe, stroke ","From (H1986) halam; a blow -- stripe, stroke. see HEBREW (H1986) halam "
h,4113,מַהֲמֹרָה,Noun Feminine,mahamorah,(mah-ham-o-raw'),"a flood, watery pit",deep pit ,From an unused root of uncertain meaning; perhaps an abyss -- deep pit.
h,4114,מַהְפֵּכָה,Noun Feminine,mahpekah,(mah-pay-kaw'),an overthrow,when ,"From (H2015) haphak; a destruction -- when...overthrew, overthrow(-n). see HEBREW (H2015) haphak "
h,4115,מַהְפֶּכֶת,Noun Feminine,mahpeketh,(mah-peh'-keth),stocks (instrument of punishment),"prison, stocks ","From (H2015) haphak; a wrench, i.e. The stocks -- prison, stocks. see HEBREW (H2015) haphak "
h,4116,מָהַר,Verb,mahar,(maw-har'),to hasten,"be carried headlong, fearful, cause to make, in, make hasten be hasty, fetch","A primitive root; properly, to be liquid or flow easily, i.e. (by implication); to hurry (in a good or a bad sense); often used (with another verb) adverbially, promptly -- be carried headlong, fearful, (cause to make, in, make) haste(-n, -ily), (be) hasty, (fetch, make ready) X quickly, rash, X shortly, (be so) X soon, make speed, X speedily, X straightway, X suddenly, swift. "
h,4117,מָהַר,Verb,mahar,(maw-har'),to acquire by paying a purchase price,"endow, surely ","A primitive root (perhaps rather the same as (H4116) mahar through the idea of readiness in assent); to bargain (for a wife), i.e. To wed -- endow, X surely. see HEBREW (H4116) mahar "
h,4118,מַהֵר,Adjective,maher,(mah-hare'),"hastening, speedy, swift","hasteth, hastily, at once, quickly, soon, speedily, suddenly ","From (H4116) mahar; properly, hurrying; hence (adverbially) in a hurry -- hasteth, hastily, at once, quickly, soon, speedily, suddenly. see HEBREW (H4116) mahar "
h,4119,מֹהַר,Noun Masculine,mohar,(mo'-har),purchase price (of a wife),dowry ,From (H4117) mahar; a price (for a wife) -- dowry. see HEBREW (H4117) mahar
h,4120,מְהֵ רָה,Noun Feminine,meherah,(meh-hay-raw'),"haste, speed","hastily, quickly, shortly, soon, make with speedily, swiftly ","Feminine of (H4118) maher; properly, a hurry; hence (adverbially) promptly -- hastily, quickly, shortly, soon, make (with) speed(-ily), swiftly. see HEBREW (H4118) maher "
h,4121,מַהֲרַי,Proper Name Masculine,Maharay,(mah-har-ah'-ee),one of David\'s heroes,Maharai ,"From (H4116) mahar; hasty; Maharai, an Israelite -- Maharai. see HEBREW (H4116) mahar "
